number ,clean_text,airsentiment_line_x,Polarity,Analysis
12277,nice read thank much,positive,0.6486,Positive
12278,advised turn issue police due sexual assult thank allowing plane,negative,0.3612,Neutral
12279,fuck,negative,-0.5423,Negative
12280,not giving hard time looking basic customer service aa lost bag eta return please,negative,-0.1877,Neutral
12281,bet sure form wear tear skin hope survive rest winter xxx,neutral,0.6369,Positive
12282,dfwairport love living close always great views,positive,0.8519,Positive
12283,thanks,positive,0.4404,Neutral
12284,americanair someone contact awful experience american airlines weekend,negative,-0.4588,Neutral
12285,actually online indicates seating available premium cost not allow seat selection time purchase,negative,-0.1695,Neutral
12286,definition mine 10 min vastly different understand need get plane maint honest,negative,0.5106,Positive
12287,dfwairport guys let go http co voxcghciji,positive,0,Neutral
12288,way add aa number itinerary not involve sitting hold 1 5 hours,negative,0.0772,Neutral
12289,hardly believe bundle stay warm,positive,0.2263,Neutral
12290,right someone something,neutral,0,Neutral
12291,flight not going make connection mex aa2444,negative,0,Neutral
12292,thanks sharing photos round applause crews appreciate hard work,positive,0.8689,Positive
12293,get free ticket hawaii fabulous,neutral,0.7717,Positive
12294,1 lavatory freezes 2 problem nitrogen line 3 low tire inflating equipment malfunctioning aa2444,negative,-0.5994,Negative
12295,want change flight next week still charge waiting fligt status,neutral,0.0772,Neutral
12296,dfwairport dfw omg yeah cold everywhere,neutral,0.296,Neutral
12297,great customer service thanks,positive,0.7906,Positive
12298,flight booking problems int l flight online provide passport number flight booking problems arrive airport,neutral,-0.2732,Neutral
12299,yes http co wcsazzqpae,neutral,0.4019,Neutral
12300,hook free trip barbados tell secret beaches see,neutral,0.5106,Positive
12301,flight 1636 get cancelled flightled waiting rep rebook wondering issues getting,negative,-0.25,Neutral
12302,going police dept due sexual assult stewardess allowed occur lack concern,negative,-0.3182,Neutral
12303,thank responding quickly tweets appreciate,neutral,0.6369,Positive
12304,trying change time flight already purchased told pay 400 change fee ridiculous,negative,-0.4404,Neutral
12305,please email temorris2010 hotmail com willing discuss experience amp give another try would like speak directly,neutral,0.5859,Positive
12306,flight gets cancelled flightled able reschedule date want not next day 2 days,negative,-0.1779,Neutral
12307,since not care happens passengers planes contacting police dept,negative,-0.3875,Neutral
12308,gold forced pay upgrade open seats 1st not offered gold sapphire,negative,-0.5267,Negative
12309,bet birds wish would flown south winter http co ty9c0gae2o lol,neutral,0.6705,Positive
12310,still think american airlines great would like treated better loyal customers first right,positive,0.9118,Positive
12311,could fly md80 dc10 would happy live plane much md80 love md80 life,positive,0.836,Positive
12312,ods1819 not glad not rt bet birds wish would flown south winter http co hepknpuzwu,neutral,0.0567,Neutral
12313,second pic cdg,neutral,0,Neutral
12314,sure birds warmer weather soon,neutral,0.5423,Positive
12315,3 weeks no reply customer relations yet running time please help request 1 2888155964 thanks,negative,0.6908,Positive
12316,true another reason stay south winter months travel http co fgjbex480d,neutral,0.4215,Neutral
12317,would fly real far south huh winterweather brrr,neutral,0,Neutral
12318,um south snow atl,neutral,0,Neutral
12319,sure certainly chilly back east today,neutral,0.5719,Positive
12320,reason 1463 flight chicago boarding still not seat assignment seriously,negative,0.1326,Neutral
12321,merger going go fail huge probls w comm dfw storm cxld rtrn flts not cool,negative,-0.4874,Neutral
12322,feel like nickeled dime enjoy flight aa purchased tkt pay extra seat,negative,0.6486,Positive
12323,flight 2559 delayed every hour since 8 55,negative,-0.2263,Neutral
12324,still use dc9,neutral,0,Neutral
12325,happy tt friends hope weather not causing many headaches,positive,0.8658,Positive
12326,booked aa award usair metal space opens aa metal change aa flight without fees,neutral,0.5423,Positive
12327,well day time world,positive,0.2732,Neutral
12328,ca not unload flight 3322 jetway broken steps planb waiting nearly hour,negative,-0.4767,Neutral
12329,would love take seat appears though someone already disappointed upgrademe wtf http co 9gx5mmmubb,negative,-0.4019,Neutral
12330,want change flight due weather conditions dallas weekend able cover change fee miles,neutral,0.0772,Neutral
12331,expecting delays cancelled flightlations dallas 25 26th due snow nothing like monday hope,neutral,-0.6722,Negative
12332,look rdu airport please think safety passengers cant get rdu safely http co wdyekvb1ze,negative,0.3553,Neutral
12333,please explain costs almost price full roundtrip fair change departure time flight,negative,0.5574,Positive
12334,flight delayed 5 times spent almost 40min tarmac reconsider future flight options,negative,-0.2263,Neutral
12335,oh nothing issue already resolved air,positive,-0.1326,Neutral
12336,filled baggage claim phone last night check status discover rep confused arkansas alaska,negative,-0.3182,Neutral
12337,need answer not get wichita falls,negative,0,Neutral
12338,americanairlines says bags left miami returned following mechanical glitch gt gt http co ib8kyjbcjm,negative,0.4939,Neutral
12339,need refund,negative,0,Neutral
12340,really needs get clue start treating people like humans not animals americandairlinessucks,negative,0.3612,Neutral
12341,raleigh not updated southern states advisory,negative,0,Neutral
12342,hi lost found solution want offer free assist contacting people items found,negative,0.5574,Positive
12343,not inconvenience disaster 500 phone bill refuse pay,negative,0.4222,Neutral
12344,experts seen right rdu airport http co mplio6dygn,neutral,0,Neutral
12345,stop sending back customer relations hand written letter send letter called no help,negative,-0.0665,Neutral
12346,large wichita falls airport not receiving arrivals called no one answers waiting 1 day,negative,-0.296,Neutral
12347,tell means work need estimated time arrival please need laptop work thanks,negative,0.6369,Positive
12348,waiting hour pilot aa3688 pilot house dfw,negative,0,Neutral
12349,kudos captain crew handling fustrated people dealing preventable issues shortcomings maint,positive,0.5106,Positive
12350,offer group pricing discounts chance,neutral,0.25,Neutral
12351,understand,neutral,0,Neutral
12352,airline trouble winter amp not getting good customer service contact http co aqjn4hwnac negotiate w companies foru,negative,-0.6256,Negative
12353,guess way saying thanks sharing not help good luck happy birthday ugh,negative,0.1169,Neutral
12354,lots upset people freezing terminal no gate agent kept us waiting plane beyond allowable time length,negative,-0.6369,Negative
12355,pilot admitted us delay entirely aa incompetence poor equip checks,negative,-0.8335,Negative
12356,fly child,neutral,0,Neutral
12357,yes 2495 1170 rno departure 1229 2 25 w connection dfw lga 1120am lax jfk,negative,0.4019,Neutral
12358,going compensate whose days plans ruined aa3490 delay pending cancelled flightlation,negative,-0.7506,Negative
12359,lost found like talking hormonal teenager refuses talk useless wastedeffort fail,negative,-0.7269,Negative
12360,oh seem reappeared lol,neutral,0.4215,Neutral
12361,wanted change ba avios,neutral,0,Neutral
12362,oh seems undone seat selections mce wanted cx card select free seats,negative,0.5106,Positive
12363,announce boarding chose limit catering point run shows lack planning imo,negative,-0.3182,Neutral
12364,thanks quick response appreciated,positive,0.7351,Positive
12365,thank responding laptop bag need work worried file code utevgw,neutral,0.0772,Neutral
12366,guess get bragging fly choice unlike others fly not options js,negative,0,Neutral
12367,thanks update,positive,0.4404,Neutral
12368,thanks finally letting get book flight frustration set donedeal talktoahuman,negative,-0.0516,Neutral
12369,guess one select not many problems sudden whole trip got jacked,negative,0.3089,Neutral
12370,yes gets disconnected due lack wifi strength mauererpower reached gogo help david,negative,0.7717,Positive
12371,communications seems issue no,negative,-0.296,Neutral
12372,hi guys 2 25 rno dfw tomorrow plane coming dfw bad weather consider f route connect,neutral,-0.5423,Negative
12373,traveling infant check carseat free provide bag someone told wanted confirm,neutral,0.5106,Positive
12374,waiting nitrogen struts airport nozzle not calibrated trying find another,negative,0,Neutral
12375,dm explain whole story earlier flight not us1937,negative,0,Neutral
12376,lets hope stays way big thanks ground outside crews across us last month great fb post yesterday,positive,0.872,Positive
12377,hello baggage lost another city anyone help,negative,0.1027,Neutral
12378,boss,positive,0,Neutral
12379,sitting plane columbus supposed leave hour ago mechanic not find tool service shock absorber,negative,-0.4215,Neutral
12380,not yet plan could fly low slow right front would great,neutral,0.4588,Neutral
12381,forgot select ksml flight la minutes 24 hour mark way change,neutral,0,Neutral
12382,picked nonstop flight bc things get taken diff route airline suppose,negative,0,Neutral
12383,response incredible truly amazed steps taken enhance customer relations big thank,positive,0.847,Positive
12384,dm,neutral,0,Neutral
12385,yes talked fll says central central says fll go betting go 6 mths,negative,0.4019,Neutral
12386,issue waiting rampers close door waste fuel amp likely told need fuel cycle,negative,-0.4215,Neutral
12387,lack communication competition american air chance,negative,-0.0772,Neutral
12388,dm follow,neutral,0,Neutral
12389,no already waited hour wanted get home,negative,-0.296,Neutral
12390,4285 apparently told staff ground keep promising come,negative,0.4019,Neutral
12391,70 days no contact human apology letter yucki read soon http co 9r9omzqavi,negative,-0.25,Neutral
12392,well showing still sitting gate plane not departed,negative,0.2732,Neutral
